name,r2_train,r2_test,mae_test,rmse_test,cv_r2_mean,cv_r2_std
linear_simple_X1,0.4689766858234975,0.36319224572246533,2.4268839136237723,3.0610383250226314,0.42365467997851436,0.026311795993568084
linear_multiple_X1_X2_X3,0.816002336830213,0.836773014260088,1.1200847769309688,1.549746185047713,0.8121599613975988,0.0350239999726851
poly_X1_degree3,0.5359062207718666,0.4851119390485865,2.184309237032599,2.752459937178447,0.5096420115284407,0.05312105533441482
