name,r2_train,r2_test,mae_test,rmse_test,cv_r2_mean,cv_r2_std
linear_simple_X1,0.3353419941848167,0.4715711499866302,2.0491714547379094,2.608535747967316,0.3561728802369876,0.08267842351496227
linear_multiple_X1_X2_X3,0.7866761446060228,0.7582225215704606,1.3671761787272816,1.7644585258187295,0.7729718223465211,0.047354098947533306
poly_X1_degree3,0.4079109991019091,0.5420616662922073,1.963810918007635,2.4283262379517887,0.4300471677601639,0.07265496292869093
